id,SalePrice
1361,143020.8755090278
1677,112972.15316386195
1406,151759.18014885284
2322,243614.65288542613
688,147422.59935812533
143,146778.34864738793
804,208449.3277254601
1214,153050.1025074842
2828,143328.9099070175
1999,166382.17221699835
2467,190693.00890940198
2665,138688.51842260882
1538,426643.07383219013
398,121813.06146186675
2822,138296.4025590429
2157,145090.72510561883
1856,196249.03767141467
1269,104473.68075545909
2570,116895.27577359568
2320,232350.79410553444
1517,138587.12654777354
2304,126182.05117599477
1312,97812.15147836511
2012,131943.1374809543
506,242046.77770282014
2865,246309.61091790927
2367,103263.4275267982
554,87072.4942478223
238,135180.32980906792
1954,121018.20740375055
2488,126658.02644563539
2291,83373.24908466377
1969,112415.81026666061
2725,152707.46060546403
1482,153900.0252129899
2763,192283.97107681973
503,241473.18131849883
1584,234892.71346480603
1531,140863.93602075658
2210,157833.31682861233
459,339796.16696544975
556,132837.71285886323
1347,130106.1475498776
1290,78730.60451860781
1388,106498.3342954585
1571,209105.451463871
2754,190321.1979780355
765,129849.31306949745
2494,133583.4901662035
2870,241718.3001945305
7,201751.7727322554
1114,250611.07800538445
2418,273692.903565295
291,133428.43359805152
18,304273.44761369436
39,382587.1150676304
1001,213465.62596804125
2442,223323.1280533264
616,138937.37468604898
2680,80550.88499544038
1414,132020.42081380807
289,150592.2223595336
40,259410.41101809553
860,124340.83020189586
409,135016.94270204083
673,151659.23644168736
2427,173684.28158884606
2036,221605.16169736613
2564,137454.26315823063
642,142797.66808019945
1008,191397.46918198033
1908,93197.57035398047
2519,183632.4279617197
1369,91489.91142875598
2855,175298.522853375
712,98102.88961606244
1943,116108.08589989801
1958,127924.92484550031
107,142205.89993781387
2295,176723.0519094904
704,104083.2449519672
676,140074.16944949995
259,182402.04297211528
93,282607.05537874205
106,251982.6872109775
2315,185388.75885984607
1050,115341.38889963987
1095,208204.3309358474
2709,147049.6658013712
758,128285.55321848333
1496,159125.46855052153
2370,118640.67299044845
2458,305751.3303319164
2733,131922.98344530762
161,182038.2262018034
726,149194.09517437004
845,199992.1236612775
947,249772.24384351485
2232,110121.4919860002
2563,159763.9905833901
2299,135207.2077374962
211,98492.02329663941
605,146314.78384321582
1478,189811.3633934568
2247,295079.67709585937
2274,221772.87656634217
2869,204042.59458783857
967,203985.99278707738
2656,126987.67448667414
667,178671.7759315116
1042,109575.95210785582
2023,173270.55151020078
2447,366925.23144418275
2055,125634.8036658185
2275,297861.06724000507
2204,183629.22048342158
1563,286747.5871268525
483,207820.22839562318
796,133353.874270477
1526,163285.9737862956
2042,121804.93640562997
442,314368.0564962054
1693,335734.6090611331
1468,221518.8046442484
1430,209507.7639756818
2605,106087.02871037534
1529,192999.87356596335
335,150922.8368989272
1287,132127.1273993567
31,101849.88121581897
1785,340233.70412550116
82,160249.4125523023
2620,131790.3415733854
252,187027.85017058798
721,74230.29624279561
2165,176281.31707333142
2316,188304.32259525504
775,123111.8957796084
1558,103129.43785006179
17,215574.05749538605
1022,214591.9044244872
925,142342.668195452
438,278960.8387736235
1270,137311.99560906488
1272,127204.6566305754
215,125718.44675967144
266,231624.1145624641
2402,262274.26205842075
1250,132570.02593091168
1984,111568.75000640063
1279,145024.33133319122
377,264409.388717749
1252,120929.36712065566
2156,264252.9932254169
499,306428.39516943874
1374,126992.00178749043
2898,237436.33678858832
401,121860.32041964166
2721,152034.05642656595
2078,235132.76786095984
2589,138764.83325360614
1946,186668.93584963706
1334,123782.08266502134
2781,218671.4742215176
431,388422.85182561283
576,179344.11538663498
1474,207406.37089075218
2254,144936.87805030652
2155,280823.04439680144
885,96325.21985051697
643,142895.6649216199
1944,128597.28718938507
480,194342.8713404302
2845,93871.35421238438
2387,330991.89976699586
2407,209065.5232876453
2527,169246.15929698694
2514,146458.70832523354
629,131273.9113100918
80,206762.08660183405
1876,138412.08790204933
1546,118672.3052793079
2518,173688.66498837832
2347,161165.15600628674
783,251469.11486014002
1322,65524.06286289696
194,88295.71772299352
1770,287582.4193422393
2143,125306.00967473308
1229,232138.0151595653
511,302913.9572360411
46,219699.93886518577
1348,136858.07865651374
2465,188536.61312282886
387,231098.94384163385
873,215882.27638482442
1918,124388.90100069004
2764,241571.78055613796
2184,118929.99331512928
934,126766.14542266808
1920,134551.20164462013
2631,141532.98411334265
1768,696680.1746868091
2040,119630.08339339646
1749,216736.3645295759
834,256923.75271606495
1457,228737.36819079935
79,124218.26234055727
2302,129189.86408826767
1817,138533.39261958585
2755,229948.39012089337
359,179288.16310517312
2059,114362.74955672775
2092,233652.0485558577
2516,221573.52811558617
150,128786.57222373635
1656,135958.12095915846
83,95289.90185505588
2411,177965.31989297798
795,83111.13636734331
2312,228039.32076258128
2917,83217.9205610191
1624,177465.89999566384
2215,363007.2326911285
1211,154774.8457750731
1485,160107.0784517415
1024,167305.79994815905
570,210380.05435330616
2874,137906.03095020825
700,100878.38190709834
2756,210685.65535620283
2022,180281.08084408366
583,225595.41756094177
2392,380171.5218269293
2424,179999.0167686395
212,112809.73447105772
736,144694.55435883772
1610,154689.02221704167
890,120909.778837495
467,178451.5954342767
578,199986.10492411986
1747,200711.81695299482
1149,159516.58655809422
2758,264740.1116994063
857,136228.46413333472
2219,294323.83935030544
733,87100.0530699078
2909,109294.47762416411
1798,255128.44198884303
235,126697.92849499866
2366,120376.0106813994
1027,141012.20802966028
1195,136558.79268501294
1303,62957.5011743924
148,186646.55658493974
608,159707.05147062975
2515,193322.5500294121
821,273741.10218859697
2500,249210.81706864212
745,111081.1952118125
741,125935.63689998128
1611,109255.45161701064
2532,125000.61418939049
1081,241014.49387585922
1692,490413.76388436975
2520,163413.23589716334
276,112835.63971235037
1992,127993.78513561834
663,66671.34192709727
418,119020.53281051996
1733,194027.19324454668
2359,152889.56941883598
253,179999.48592541798
1518,191746.434302106
2035,128939.95319321756
2919,79792.45363433706
1540,287737.24304202746
2120,152786.03797172816
1674,162134.19828053532
256,152502.22367685148
2361,106265.12538144317
978,80050.34581245767
2280,149241.52977231052
2095,218582.97604369602
1709,332255.69869484747
2801,256185.27635541503
1246,117923.39758044879
2373,98358.95000363892
1055,308836.0708461303
2017,117561.62746615663
1099,244122.76982602265
1344,85095.70897747792
835,193960.78130339447
1117,204649.72215527867
2043,90957.87088459404
2085,128676.29184113695
410,139714.11099252864
2650,109540.85438627163
2867,195103.64402515488
1668,121207.33736667631
1161,156631.96610573726
2122,169541.82909800825
2539,153120.08772031526
1047,142562.95258931
1445,129253.51505529422
541,139862.75714955258
569,217169.07269815862
1276,116184.74493068886
918,156691.51391637645
326,168082.8124658262
1936,129919.05591073784
895,96729.41361732042
257,145949.95376041872
1241,180876.01289955215
1545,117453.53161589547
1189,172086.84028554754
270,149673.20510500012
2066,143999.29121010535
693,114548.10466242
1259,134957.10819767675
2916,155107.8040082323
2321,306905.0237276052
1977,93223.16957216586
1895,148578.17252746824
1240,168811.70477947438
85,149987.8600334788
1823,119964.40488876855
825,323171.9890423547
110,238149.89133123215
697,116182.17049385287
2297,113488.94850524014
1231,140459.36703755995
1355,133765.05452199234
968,328997.1639258633
584,202232.4479560491
1315,126039.90353296917
1606,139474.92047660382
206,100506.55194627229
1685,376020.0736198015
2016,140006.2453925011
869,200952.51786323058
2135,125881.0444008363
2346,187259.58425107942
2430,242522.6907418844
2198,75401.1673675247
2652,123179.29764074313
27,118307.2458789292
241,164283.72325932272
906,120844.17660629326
1506,109765.5903539158
2098,428702.49639021064
1435,228187.02933734606
2213,141717.78063803972
1274,137717.95598554812
743,52200.0864964925
1737,188914.80484212775
2797,282364.58913551527
2185,85477.93099164788
58,171213.04773370136
830,192531.05192023257
808,117162.31208971624
680,141274.62805021205
1153,112219.05962035383
1291,125826.79189474887
1818,137650.09081403216
2161,178617.056741841
1883,123353.03574014366
350,351040.74431878584
2473,149733.02163549015
295,181511.44583957997
293,180348.1377735008
859,134787.13166472624
288,72139.82529733858
1578,152463.34132972584
102,172204.49400078566
2831,133246.24660368936
1030,156311.78476735446
2551,151185.61556677156
1286,143356.90665890262
958,312132.3952839484
776,131776.80069213017
72,251070.89815970307
2263,254053.05226654478
1866,146196.74735185507
2876,83214.84738908768
2146,245470.06104791327
103,167537.55737647417
1500,142042.06326720314
492,190310.22954725547
167,151181.57812342988
2597,116176.54820928213
2685,113198.72515860028
1035,160465.14685220865
1220,56135.73179738188
2602,158609.47768609735
2159,203163.93752269857
695,118469.00923940558
1109,258998.58932163136
640,175418.6836809985
1652,150017.99317941372
2090,168294.42038628264
1188,187785.84405087217
2345,246351.6916551917
1059,444082.9966314928
2751,224392.00021502475
128,198055.71611372553
1523,166200.45420309866
2925,179801.178806228
2145,304760.46695487114
1121,223988.3560084878
566,239788.79789135803
565,247869.92930618653
1331,136466.51380267987
2928,126847.86215032532
156,154290.33120554054
797,132054.38863526075
327,92077.36846940387
2859,154581.6854314385
1453,119896.76136536854
1762,343441.89399818704
1868,209003.94539161294
1760,182440.29308143063
1113,239391.67768957393
1812,189876.5128942043
117,163570.25972095208
1142,212798.53319182913
2342,441304.9902193527
927,145190.97000049308
2478,185529.23597102967
655,92176.76026284111
2064,119766.67109626759
369,263145.64499377593
2239,114136.30727543468
2732,220028.44611527826
1653,161310.15989498133
959,215231.79979106237
2395,341186.0517883735
1412,112087.95278004737
271,245720.0215851771
1484,155863.71183694643
1497,154979.1326863681
552,155376.44606238182
2,121040.71946933784
1855,277675.21505488164
4,237696.67958526395
2292,158040.22326422328
134,141731.11677614547
646,114143.09235544938
42,266249.78777725954
532,237581.35535965583
713,87145.8827660249
2561,134253.1707159154
2360,136051.41529824657
1333,113391.0653869199
1407,253985.79859071638
2892,327787.7828080155
574,211583.97197908314
1227,177451.11761170783
2591,204776.5127021283
1476,214442.24638043516
1125,241798.80833404957
1446,140073.00143579583
408,112042.15734774944
1101,283890.4339287565
2251,188770.4101551979
373,180006.18285692806
2554,133447.61569517644
2382,270015.8239466922
1985,92039.88720355112
519,248020.16130477638
1093,193590.987690966
864,247113.39693908457
2889,145013.6706909782
2308,187131.40304837422
986,161233.71840896536
1302,148261.67725372297
585,162552.8448272506
2708,152682.29542164298
147,134101.016228754
1441,225766.52848344654
383,180029.7214127716
285,142496.6058001794
181,114992.1551655999
358,191143.10989772613
780,159607.78900551324
258,196130.5754758009
1865,212445.9754327113
692,117302.07860507007
2902,394677.74920599506
508,243744.39713875164
2638,147686.95928798875
36,138314.24838690626
611,176036.54405996503
2281,145893.01525476287
1678,107226.58748415472
1696,554123.2014248098
1557,55350.58705522997
2180,172843.76236948816
1726,220093.48018653915
951,144739.39927014327
267,216031.98205811466
2706,142623.91855340818
2221,251242.78257096445
1357,170365.86514157138
2901,335028.4818299392
347,180761.49351275893
2164,187030.88372320338
1586,340157.61721158464
360,152956.6940879251
1769,233539.44642245883
2617,144350.09379293208
1879,134125.40724710003
991,230736.51674548566
1535,133478.0079081745
1191,142658.56892425916
1579,203876.97538766984
1882,148189.97616194305
1510,123158.75658163437
2196,137121.49119592225
1845,167416.74080581058
2336,408530.5171277021
942,93298.8992961296
861,125304.99907528862
2555,119311.22216764494
1392,154617.3818154311
2099,261278.66556620508
1543,114607.54083415997
948,274473.4459540164
1239,176961.8458817672
22,179801.39773717598
2796,243656.7562632276
2747,176695.7309959712
92,284807.2571605422
210,158183.12850793972
1858,190898.69701754273
2228,159268.21339614195
447,226982.28309036512
827,252955.56292237472
1649,193874.72678934538
682,134463.4419111533
2698,111614.70915150225
494,169915.74457547234
214,91909.4600338327
2441,256981.6212535712
2679,110209.00388582722
1336,113460.77007319669
465,179856.37697721424
1524,140298.54831797822
2543,113415.45099580157
631,144108.8864907634
2452,308547.64056899206
228,154506.8821502184
126,168366.77051606242
1092,236513.62336807587
1122,197447.65008925076
932,231380.61750817674
1980,92740.603727953
2171,111790.83599310595
551,165504.94906317978
2768,186816.54084247796
2056,113916.33882243808
1159,362122.62494819413
2645,114351.62285579012
1174,166101.20445190746
2266,204616.96068555952
2462,439886.60778495896
1219,146361.49717888935
2922,177527.24990273465
118,148059.53095479665
474,166362.54152856267
2576,150219.67688572992
872,296828.21727317
1077,210180.35142129555
1536,137247.33843905604
1150,124179.98323354848
2341,362974.86163387325
1931,150514.02618388424
2785,138440.69937322792
2538,132614.0545581194
597,205055.68650574784
464,171621.89447679574
233,263249.251462135
2169,136830.36111503522
2123,176927.12565786007
1867,173446.16541176056
137,226926.2298846384
515,265383.3279161345
933,110768.32682217733
2784,165487.09902854453
972,170490.0125798225
599,166339.64297460485
2614,125582.81809224332
2582,133623.22126328765
1409,154204.8446451048
175,93572.41847218036
352,202306.36192593217
976,89921.37744394019
2134,191286.21555105483
984,113529.86811948217
2396,369916.76051346905
1673,143784.26319942062
404,118037.77798180768
607,162914.8128359697
814,133051.17810067986
868,186804.39973708647
2271,179057.9770663276
1633,195182.4807816976
337,142398.13996986454
2765,170258.98234861754
1746,243644.03719587481
368,354330.65758625406
2806,203142.58194205203
1662,187663.39452258602
1234,214202.6584918141
1373,127583.03215136644
1672,119278.42125395779
1939,122801.80354601184
